ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_amj24
2024,04,25034,1,0050,1,1,202404250341005013,1,3,3,1,2, ,1,29,3,3,21,4,1994,1, , , , , , , , , , , , , , , ,2511,8411,3,2, , ,5,9998,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2,4,4000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , ,50,4000,4000,4050,1,802.280396379026
2024,04,25034,1,0051,1,1,202404250341005111,1,1,1,1,2, ,1,38,1,1,12,9,1985,1, , , , , , , , , , , , , , , ,9541,4789,2, ,3,2,1,1,7,5,5,5,5,0,0,27, ,42,2,42,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,2700, , , , , , ,2700,2700,2700,1,802.280396379026
2024,04,18753,1,0007,1,1,202404187531000711,1,1,1,1,2, ,1,70,1,1,30,12,1953,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,2,0,8,8,8,0,0,0,24, ,48,2,48,1,1,1,1,2,180, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1,779, , , , , , , , ,779,779,779,1,743.900152643022
2024,04,18753,1,0007,1,1,202404187531000712,1,2,2,1,2, ,2,67,2,2,10,4,1956,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,1,11,11,11,11,11,11,11,77, ,77,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,1,1,1, , ,380,65, , , , , ,445,445,445,1,632.130221188741
2024,04,18753,1,0007,1,1,202404187531000713,1,3,5,1,2, ,1,19,3,3,31,1,2005,1, , , , , , , , , , , , , , , ,9334,4921,3,5,3,2,1,2,0,16,16,16,0,0,16,64, ,64,1, ,2, ,2,2,2,180,60, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,779,260, , , , , , , ,1039,1039,1039,1,701.23630510417
2024,04,18753,1,0008,1,1,202404187531000811,1,1,1,1,2, ,1,54,1,2,13,5,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,743.900152643022
2024,04,18753,1,0008,1,1,202404187531000812,1,2,2,1,2, ,2,39,2,2,1,10,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,9,2, , , , , , , , , , , , ,1,838.328997785567
2024,04,18753,1,0008,1,1,202404187531000813,1,3,3,1,2, ,1,19,3,3,24,9,2004,1, , , , , , , , , , , , , , , ,8331,4921,1, ,3,2,1,2,0,0,0,0,14,14,14,42, ,42,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,3587, , , , , , ,3587,3587,3587,1,701.23630510417
2024,04,18753,1,0008,1,1,202404187531000814,1,4,3,1,2, ,1,17,4,4,1,9,2006,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,5,0,0,0,0,0,7,7,14, ,14,1, ,2, ,2,1,2,100,30, , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,433,130, , , , , , , ,563,563,563,1,701.23630510417
2024,04,18753,1,0008,1,1,202404187531000815,1,5,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,18753,1,0008,1,1,202404187531000816,1,6,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,18753,1,0009,1,1,202404187531000911,1,1,1,1,2, ,1,35,1,1,29,4,1988,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,2,0,8,8,8,8,8,5,45, ,45,1, ,1,1,1,1,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,794.939128435762
2024,04,18753,1,0009,1,1,202404187531000912,1,2,6,1,2, ,2,76,2,2,4,4,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1,632.130221188741
2024,04,18753,1,0010,1,1,202404187531001011,1,1,1,1,2, ,2,68,1,1,31,8,1955,1, , , , , , , , , , , , , , , ,5212,4721,2, ,3,2,1,1,11,11,11,11,11,11,11,77, ,77,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,7,1, , ,297,260, , , , , ,557,557,557,1,632.130221188741
2024,04,18753,1,0010,1,1,202404187531001012,1,2,5,1,2, ,1,18,2,2,22,7,2005,1, , , , , , , , , , , , , , , ,7231,4520,3,5,2,2,1,3,0,9,9,9,0,0,0,27, ,27,1, ,2, ,2,2,2,150,60, , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,650,260, , , , , , , ,910,910,910,1,701.23630510417
2024,04,27680,1,0028,1,1,202404276801002811,1,1,1,1,2, ,1,60,1,1,24,8,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,878.950331545819
2024,04,27680,1,0028,1,1,202404276801002812,1,2,3,1,2, ,2,31,2,1,99,99,1993,1, , , , , , , , , , , , , , , ,5142,9602,3,5,2,1,1,4,0,10,10,10,6,0,10,46,12,58,1, ,2, ,2,2,2,450, , , , , ,700, , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1949, , , , ,700, , , ,2649,1949,2649,1,990.522112315916
2024,04,27680,1,0030,1,1,202404276801003011,1,1,1,1,2, ,2,87,1,1,3,5,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,746.889304323881
2024,04,2442801,1,0014,1,1,20240424428011001411,1,1,1,1,2, ,1,56,1,1,11,11,1967,1, , , , , , , , , , , , , , , ,7234,3312,2, ,2,2,1,1,3,3,3,3,0,0,0,12,33,45,1, ,1,1,1,2, , , , , , , ,1800, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,1515, , ,1800, , , ,3315,1515,3315,1,745.993542859633
2024,04,2442801,1,0014,1,1,20240424428011001412,1,2,3,1,2, ,2,35,2,2,26,3,1989,1, , , , , , , , , , , , , , , ,3257,8610,3,5,1, ,5,579,0,5,8,8,0,0,0,21, ,21,1, ,1,1,1,2,4,5000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,5000, , , , , , , ,1251,5000,5000,6251,1,840.688117777719
2024,04,2442801,1,0014,1,1,20240424428011001413,1,3,3,1,2, ,1,21,3,3,13,8,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,1,4,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,703.20963608874
2024,04,2442801,1,0014,1,1,20240424428011001414,1,4,3,1,2, ,2,17,4,4,21,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,744.337362822422
2024,04,2442801,1,0015,1,1,20240424428011001511,1,1,1,1,2, ,1,46,1,2,15,11,1977,1, , , , , , , , , , , , , , , ,3314,2395,3,5,1, ,4,500,0,8,8,8,0,0,8,32, ,48,2,48,1,1,1,2,4,3500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , ,884,3500,3500,4384,1,745.993542859633
2024,04,2442801,1,0015,1,1,20240424428011001512,1,2,2,1,2, ,2,45,2,2,10,10,1978,1, , , , , , , , , , , , , , , ,5212,4761,2, ,2,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1048,20, , , , , ,1068,1068,1068,1,633.90908252646
2024,04,2442801,1,0015,1,1,20240424428011001513,1,3,3,1,2, ,2,15,3,2,9,3,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,744.337362822422
2024,04,21270,1,0082,1,1,202404212701008211,1,1,1,1,2, ,1,67,1,1,26,12,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1214.03859680954
2024,04,21270,1,0082,1,1,202404212701008212,1,3,3,1,2, ,2,39,3,3,14,5,1984,1, , , , , , , , , , , , , , , ,2221,8610,3,5,1, ,4,150,12,0,12,0,12,0,0,36, ,36,1, ,2, ,2,2,4,2500,60, , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500,260, , , , , , ,416,2760,2760,3176,1,1368.14565304269
2024,04,21270,1,0082,1,1,202404212701008213,1,4,4,1,2, ,1,42,4,4,29,3,1982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1297.33376261084
2024,04,21270,1,0082,1,1,202404212701008214,1,5,5,1,2, ,2,14,5,5,27,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1211.34331009066
2024,04,21270,1,0082,1,1,202404212701008215,1,2,3,1,2, ,1,28,2,2,8,8,1995,1, , , , , , , , , , , , , , , ,9621,4923,2, ,2,2,1,1,0,9,9,9,9,9,9,54,6,60,1, ,1,2,2,2, , , , , , , ,800, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , ,2000, , ,800, , , ,2800,2000,2800,1,1297.33376261084
2024,04,21270,1,0085,1,1,202404212701008511,1,1,1,1,2, ,1,59,1,1,22,8,1964,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,15,0,0,0,0,0,0,15, ,15,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,650, , , , , , ,650,650,650,1,1214.03859680954
2024,04,21270,1,0085,1,1,202404212701008512,1,2,2,1,2, ,2,58,2,2,30,3,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1031.63103812556
2024,04,21270,1,0085,1,1,202404212701008513,1,3,3,1,2, ,1,29,3,3,22,9,1994,1, , , , , , , , , , , , , , , ,4312,6419,3,5,1, ,5,1000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1125, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1125, , , , , , , ,463,1125,1125,1588,1,1297.33376261084
2024,04,21270,1,0085,1,1,202404212701008514,1,4,3,1,2, ,1,17,4,2,25,10,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1144.41156767594
2024,04,21270,1,0086,1,1,202404212701008611,1,1,1,1,2, ,2,74,1,1,3,2,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1031.63103812556
2024,04,21270,1,0086,1,1,202404212701008612,1,2,3,1,2, ,1,48,2,2,24,3,1976,1, , , , , , , , , , , , , , , ,9622,7830,3,5,1, ,2,40,0,11,11,11,11,11,11,66, ,66,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , , ,1800,1800,1800,1,1214.03859680954
2024,04,21270,1,0086,1,1,202404212701008616,1,3,3,1,2, ,2,33,3,3,13,8,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1368.14565304269
2024,04,21270,1,0086,1,1,202404212701008617,1,4,5,1,2, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,29390,1,0023,1,1,202404293901002311,1,1,1,1,2, ,2,72,1,1,24,12,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,738.704543047615
2024,04,29390,1,0023,1,1,202404293901002312,1,2,3,1,1, ,1,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,04,29390,1,0024,1,1,202404293901002411,1,1,1,1,2, ,2,74,1,1,11,10,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,738.704543047615
2024,04,29390,1,0024,1,1,202404293901002412,1,2,2,1,2, ,1,87,2,1,9,4,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,11,7, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,869.318383952315
2024,04,20288,1,0005,1,1,202404202881000511,1,1,1,1,2, ,1,68,1,1,17,11,1955,1, , , , , , , , , , , , , , , ,5211,4663,2, ,3,2,1,1,0,1,4,4,0,0,0,9, ,30,2,30,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,7,1, , ,1400, , , , , , ,1400,1400,1400,1,713.418329678486
2024,04,20288,1,0005,1,1,202404202881000512,1,2,2,1,2, ,2,61,2,2,11,3,1963,1, , , , , , , , , , , , , , , ,7352,1410,2, ,3,2,1,2,0,10,10,5,0,0,0,25,18,50,2,50,1,1,1,2, , , , , ,90, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1104, ,90, , , , ,1194,1104,1194,1,606.228248424857
2024,04,20288,1,0005,1,1,202404202881000514,1,3,3,1,2, ,1,21,3,3,22,12,2002,1, , , , , , , , , , , , , , , ,3422,9311,2, ,2,2,1,1,0,3,0,3,0,2,0,8,32,43,2,43,1,2,2,1, , , , , ,1250, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , ,710, ,1250, , , , ,1960,710,1960,1,672.502662783292
2024,04,20288,1,0007,1,1,202404202881000711,1,1,1,1,2, ,2,64,1,1,16,2,1960,1, , , , , , , , , , , , , , , ,4416,8423,3,2, , ,5,9998,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,50,3000,3000,3050,1,606.228248424857
2024,04,20288,1,0010,1,1,202404202881001011,1,1,1,1,2, ,2,72,1,1,11,9,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,6, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,4, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,606.228248424857
2024,04,20288,1,0010,1,1,202404202881001012,1,2,3,1,2, ,1,45,2,2,21,12,1978,1, , , , , , , , , , , , , , , ,4419,8422,3,2, , ,5,9998,8,8,8,8,0,0,0,32, ,40,2,40,2, ,2,2,4,2750, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2750, , , , , , , ,50,2750,2750,2800,1,713.418329678486
2024,04,20288,1,0094,1,1,202404202881009411,1,1,1,1,2, ,2,60,1,1,29,6,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,606.228248424857
2024,04,20288,1,0094,1,1,202404202881009412,1,2,3,1,2, ,1,27,2,1,16,6,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,762.36594815818
