ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_efm24
2024,01,29315,1,0013,1,1,202310293151001313,1,3,3,1,2, ,1,15,3,3,1,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,4, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,892.260844888919
2024,01,29315,1,0013,1,1,202310293151001314,1,4,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,29315,1,0013,1,1,202310293151001315,1,5,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,22609,1,0021,1,1,202401226091002111,1,1,1,1,2, ,2,46,1,1,3,3,1977,1, , , , , , , , , , , , , , , ,220,8423,3,1, , ,5,9998,8,8,8,5,8,8,8,53, ,53,1, ,2, ,2,2,4,2500,12, , , , , , , , , , , , , ,2,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,2500,360, , , , , , ,67,2860,2860,2927,1,1022.30188396992
2024,01,22609,1,0021,1,1,202401226091002112,1,2,3,1,2, ,2,16,2,1,21,11,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1298.44754323072
2024,01,22609,1,0021,1,1,202401226091002113,1,3,3,1,2, ,2,14,3,3,18,8,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,4,2, ,1,4,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1298.44754323072
2024,01,47231,1,0062,1,1,202301472311006211,1,1,1,1,2, ,1,53,1,1,3,7,1970,1, , , , , , , , , , , , , , , ,8332,4923,3,5,1, ,1,8,0,0,8,8,8,8,8,40, ,48,2,48,1,1,1,2,4,2500,45, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,2500,1350, , , , , , ,707,3850,3850,4557,1,596.163293877418
2024,01,27077,1,0137,1,1,202401270771013711,1,1,1,1,2, ,1,30,1,1,16,1,1993,1, , , , , , , , , , , , , , , ,4416,4100,3,5,1, ,2,40,0,0,8,8,8,8,0,32, ,40,2,40,2, ,2,2,4,5500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,5500, , , , , , , ,1624,5500,5500,7124,1,880.015473214198
2024,01,27077,1,0137,1,1,202401270771013712,1,2,2,1,2, ,2,28,2,2,12,10,1995,1, , , , , , , , , , , , , , , ,2634,9200,3,5,1, ,3,90,0,0,8,8,8,8,0,32, ,40,2,40,2, ,2,2,4,5000, , , , , , , , , , , , , , ,1,3,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,5000, , , , , , , ,617,5000,5000,5617,1,865.971559208393
2024,01,29309,1,0033,1,1,202310293091003311,1,1,1,1,2, ,1,74,1,1,26,8,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,1,7,4, , , , , , , , , , , , ,1,763.821877240526
2024,01,29309,1,0033,1,1,202310293091003312,1,2,2,1,2, ,2,69,2,2,11,4,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,702.564357767841
2024,01,29309,1,0033,1,1,202310293091003313,1,3,3,1,2, ,1,45,3,3,10,1,1978,1, , , , , , , , , , , , , , , ,9334,4921,3,5,3,2,1,2,0,14,0,0,0,0,0,14, ,24,2,24,2, ,2,2,2,120,10, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,520,43, , , , , , , ,563,563,563,1,763.821877240526
2024,01,29309,1,0033,1,1,202310293091003315,1,4,3,1,2, ,1,39,4,4,15,10,1984,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,6,11,11,11,11,11,11,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,1842, , , , , , ,1842,1842,1842,1,941.386475422026
2024,01,49936,1,0013,1,1,202401499361001311,1,1,1,1,2, ,1,56,1,1,21,9,1967,1, , , , , , , , , , , , , , , ,7127,4322,2, ,3,2,1,1,6,0,0,0,6,6,0,18, ,48,2,48,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,9,1, , ,1033, , , , , , ,1033,1033,1033,1,1374.68180769576
2024,01,49936,1,0013,1,1,202401499361001312,1,2,2,1,2, ,2,41,2,2,19,1,1982,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,0,0,0,8,0,0,8,16, ,24,2,24,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,779, , , , , , ,779,779,779,1,1667.21407210163
2024,01,49936,1,0013,1,1,202401499361001313,1,3,3,1,2, ,2,20,3,3,13,10,2003,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,4,6,0,0,0,0,0,10,10,20,1, ,2, ,2,2, , , , , , , ,300,15, , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,207,9, ,300, ,15, ,531,216,531,1,1605.984885023
2024,01,49936,1,0013,1,1,202401499361001314,1,4,5,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,22609,1,0018,1,1,202401226091001811,1,1,1,1,2, ,1,54,1,3,9,7,1969,1, , , , , , , , , , , , , , , ,7354,1410,3,5,3,2,1,5,0,8,8,8,9,9,8,50, ,50,1, ,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,1111.43774301523
2024,01,22609,1,0018,1,1,202401226091001812,1,2,2,1,2, ,2,47,2,2,9,8,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,1,2,2,2,2,2,10,8,3, , , , , , , , , , , , ,1,1022.30188396992
2024,01,22609,1,0018,1,1,202401226091001813,1,3,3,1,2, ,2,28,3,3,16,7,1995,1, , , , , , , , , , , , , , , ,3312,6419,3,5,1, ,5,1000,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,417,2000,2000,2417,1,1347.95167510499
2024,01,24146,1,0095,1,1,202401241461009511,1,1,1,1,2, ,2,55,1,1,26,10,1968,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,1,0,0,6,0,6,0,0,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,9,1, , ,182, , , , , , ,182,182,182,1,1195.03962444622
2024,01,24146,1,0095,1,1,202401241461009512,1,2,3,1,2, ,1,21,2,2,11,1,2003,1, , , , , , , , , , , , , , , ,9112,8129,3,5,1, ,2,50,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1025, , , , , , , ,58,1025,1025,1083,1,1408.56461113962
2024,01,24146,1,0095,1,1,202401241461009513,1,3,3,1,2, ,1,25,3,3,31,8,1998,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,11,11,11,11,11,11,11,77, ,77,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,1150, , , , , , ,1150,1150,1150,1,1601.26844979921
2024,01,17515,1,0002,1,1,202401175151000211,1,1,1,1,2, ,1,46,1,2,21,9,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,611.95467016204
2024,01,17515,1,0002,1,1,202401175151000212,1,2,2,1,2, ,2,43,2,2,24,5,1980,1, , , , , , , , , , , , , , , ,4416,2420,3,5,1, ,1,10,0,0,8,8,8,8,0,32, ,40,2,40,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,170,1025,1025,1195,1,742.178613167669
2024,01,17515,1,0002,1,1,202401175151000213,1,3,3,1,2, ,2,19,3,3,4,4,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,714.921769603412
2024,01,17515,1,0002,1,1,202401175151000214,1,4,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,17648,1,0095,1,1,202210176481009511,1,1,1,1,2, ,1,55,1,1,1,11,1968,1, , , , , , , , , , , , , , , ,4223,6190,2, ,3,2,1,2,8,11,11,11,11,11,12,75, ,75,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1450,150, , , , , ,1600,1600,1600,1,280.68266261319
2024,01,17648,1,0095,1,1,202210176481009512,1,2,2,1,2, ,2,45,2,2,30,7,1978,1, , , , , , , , , , , , , , , ,5212,4722,2, ,3,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,600,150, , , , , ,750,750,750,1,258.172278735748
2024,01,17648,1,0095,1,1,202210176481009514,1,3,3,1,2, ,2,16,3,3,26,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,1,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,1,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,327.910147003673
2024,01,17648,1,0095,1,1,202210176481009515,1,4,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,29129,1,0034,1,1,202401291291003411,1,1,1,1,2, ,1,34,1,1,4,6,1989,1, , , , , , , , , , , , , , , ,7127,4322,2, ,3,2,1,1,0,0,6,6,0,0,0,12, ,48,2,48,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , ,1900, , , , , , ,1900,1900,1900,1,864.782095777112
2024,01,29129,1,0034,1,1,202401291291003412,1,3,11,2, ,2,2,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,29129,1,0034,1,1,202401291291003413,1,2,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23924,1,0058,1,1,202210239241005811,1,1,1,1,2, ,1,57,1,1,12,5,1966,1, , , , , , , , , , , , , , , ,7111,4100,2, ,3,2,1,1,0,0,8,8,8,8,8,40, ,48,2,48,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,1, , ,2864, , , , , , ,2864,2864,2864,1,669.533255893191
2024,01,23924,1,0058,1,1,202210239241005812,1,2,2,1,2, ,2,57,2,2,28,10,1966,1, , , , , , , , , , , , , , , ,5213,4781,1, ,3,2,1,3,12,0,12,12,12,12,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1, , ,969,900, , , , , ,1869,1869,1869,1,615.83756101645
2024,01,23924,1,0058,1,1,202210239241005813,1,3,3,1,2, ,1,28,3,7,4,8,1995,1, , , , , , , , , , , , , , , ,9629,9609,3,5,3,2,1,2,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,2,200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,866, , , , , , , , ,866,866,866,1,825.178710801247
2024,01,23924,1,0058,1,1,202210239241005814,1,4,3,1,2, ,1,39,4,4,6,3,1984,1, , , , , , , , , , , , , , , ,8173,1709,3,5,1, ,4,140,0,0,9,9,9,9,3,39, ,48,2,48,2, ,2,2,3,860, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,1,1720, , , , , , , ,450,1720,1720,2170,1,825.178710801247
2024,01,23924,1,0058,1,1,202210239241005815,1,5,4,1,2, ,2,25,5,5,26,1,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,812.009920925785
2024,01,23924,1,0058,1,1,202310239241005816,1,6,5,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23924,1,0058,1,1,202210239241005816,1,7,3,1,2, ,2,34,7,7,25,3,1989,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,1200,120, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1200,520, , , , , , , ,1720,1720,1720,1,812.009920925785
2024,01,23924,1,0058,1,1,202210239241005817,1,8,5,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23924,1,0058,1,1,202210239241005818,1,9,3,1,2, ,2,30,9,9,17,7,1993,1, , , , , , , , , , , , , , , ,5213,4781,3,5,2,2,1,3,0,0,8,8,8,8,8,40, ,40,1, ,2, ,2,2,4,850, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,1,850, , , , , , , , ,850,850,850,1,812.009920925785
2024,01,23924,1,0058,1,1,202210239241005819,1,10,5,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23924,1,0058,1,1,2022102392410058110,1,11,3,1,2, ,1,32,11,11,1,12,1991,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,2,0,0,8,8,8,8,8,40, ,40,1, ,2, ,2,2,2,600, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,2598, , , , , , , , ,2598,2598,2598,1,825.178710801247
2024,01,47725,1,0271,1,1,202401477251027111,1,1,1,1,2, ,2,55,1,1,15,10,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1143.95195594272
2024,01,47725,1,0271,1,1,202401477251027112,1,2,6,1,2, ,2,79,2,1,7,10,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,3,3, ,1,2,2,2,1,1,10,7,4, , , , , , , , , , , , ,1,1143.95195594272
2024,01,2247202,1,0032,1,1,20221022472021003211,1,1,1,1,2, ,1,61,1,1,2,2,1962,1, , , , , , , , , , , , , , , ,8189,7830,3,4,1, ,5,3000,11,0,11,5,7,5,7,46,24,70,1, ,2, ,2,2,3,700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,1400, , , , , , , ,376,1400,1400,1776,1,643.615840210324
2024,01,2247202,1,0032,1,1,20221022472021003212,1,2,2,1,2, ,2,59,2,2,16,6,1964,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,2,10,6,10,10,10,10,10,66, ,70,2,70,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, , ,1300,300, , , , , ,1600,1600,1600,1,591.998688306993
2024,01,2247202,1,0032,1,1,20221022472021003213,1,3,3,1,2, ,2,24,3,3,13,5,1999,1, , , , , , , , , , , , , , , ,3123,4210,3,5,1, ,4,200,0,9,9,9,9,9,9,54, ,54,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,533,1800,1800,2333,1,751.910227772446
