ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_efm25
2025,01,18325,1,0011,1,1,202501183251001111,1,1,1,1,2, ,1,47,1,12,6,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,1,2,2,2,13,9,3, , , , , , , , , , , , ,1,355.262371511424
2025,01,18325,1,0015,1,1,202501183251001511,1,1,1,1,2, ,1,80,1,2,6,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,355.262371511424
2025,01,18338,1,0043,1,1,202501183381004311,1,1,1,1,2, ,2,74,1,12,8,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,312.399191732795
2025,01,18338,1,0044,1,1,202501183381004411,1,1,1,1,2, ,1,48,1,8,2,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,2,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,346.503639741804
2025,01,18411,1,0056,1,1,202501184111005611,1,1,1,1,2, ,2,70,1,8,5,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,326.591133054201
2025,01,18411,1,0056,1,1,202501184111005612,1,2,2,1,2, ,1,63,2,12,6,1961,1, , , , , , , , , , , , , , ,2, ,5414,8010,3,4,1, ,5,1200,12,12,12,12,0,12,12,72, ,72,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,1500, , , , , , , ,375,1500,1500,1875,1,362.244907494749
2025,01,18411,1,0056,1,1,202501184111005614,1,3,3,1,2, ,2,17,3,14,9,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,1,12, ,2,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,388.153214762262
2025,01,17924,2,0025,1,1,202501179242002511,1,1,1,1,2, ,1,31,1,14,5,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,11, , ,1,3,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,568.378426138578
2025,01,17596,1,0063,1,1,202501175961006311,1,1,1,1,2, ,2,60,1,19,8,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,312.100930614217
2025,01,17596,1,0065,1,1,202501175961006511,1,1,1,1,2, ,1,28,1,19,3,1996,2,1, , , , , , , , , , , , , ,1, ,4110,8510,3,5,1, ,1,20,0,0,0,0,0,0,0,0, ,40,2,40,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , ,313,1500,1500,1813,1,414.941985901971
2025,01,17596,1,0065,1,1,202501175961006512,1,2,2,1,2, ,2,29,1,18,4,1995,1, , , , , , , , , , , , , , ,2, ,4120,8510,3,5,2,1,1,20,0,5,5,5,5,5,0,25, ,35,2,35,2, ,2,2,4,1400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , ,351,1400,1400,1751,1,391.044222459637
2025,01,1777902,1,0021,1,1,20250117779021002111,1,1,1,1,2, ,2,40,1,23,5,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,346.157087787414
2025,01,1777902,1,0021,1,1,20250117779021002112,1,2,3,1,2, ,1,15,2,19,3,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,3, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,294.003498511973
2025,01,1866501,1,0074,1,1,20250118665011007411,1,1,1,1,2, ,1,20,1,26,9,2004,1, , , , , , , , , , , , , , ,1, ,9412,5610,3,5,2,1,1,13,11,11,11,0,11,11,11,66, ,66,1, ,2, ,2,2,2,350,72, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1516,312, , , , , , , ,1828,1828,1828,1,685.842008889509
2025,01,1866501,1,0074,1,1,20250118665011007412,1,2,7,1,2, ,1,17,2,25,6,2007,1, , , , , , , , , , , , , , ,2, ,9412,5610,3,5,2,1,1,14,11,11,0,11,11,11,11,66, ,66,1, ,2, ,2,2,4,1300,60, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1300,260, , , , , , , ,1560,1560,1560,1,685.842008889509
2025,01,1866501,1,0074,1,1,20250118665011007413,1,3,7,1,2, ,1,16,3,2,9,2008,1, , , , , , , , , , , , , , ,3, ,5131,5610,3,5,2,1,1,14,11,11,11,11,0,11,11,66, ,66,1, ,2, ,2,2,4,1200,72, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,6,1,1200,312, , , , , , , ,1512,1512,1512,1,685.842008889509
2025,01,29529,1,0044,1,1,202501295291004411,1,1,1,1,2, ,2,87,2,18,1,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,759.475139869443
2025,01,29529,1,0044,1,1,202501295291004412,1,2,3,1,2, ,2,67,2,19,9,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,759.475139869443
2025,01,29529,1,0044,1,1,202501295291004413,1,3,3,1,2, ,1,62,3,22,11,1962,1, , , , , , , , , , , , , , ,3, ,4417,1071,3,5,2,1,1,8,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1200,10, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1,1200,300, , , , , , ,300,1500,1500,1800,1,842.386623340781
2025,01,25842,1,0114,1,1,202501258421011411,1,1,1,1,2, ,2,80,2,23,3,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,11, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,998.526854167201
2025,01,25842,1,0114,1,1,202501258421011412,1,2,3,1,2, ,2,49,2,4,7,1975,1, , , , , , , , , , , , , , ,2, ,4120,9329,3,5,1, ,1,5,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,42,1800,1800,1842,1,998.526854167201
2025,01,25842,1,0114,1,1,202501258421011413,1,3,5,1,2, ,1,20,3,11,6,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1062.60004296926
2025,01,20600,1,0228,1,1,202501206001022811,1,1,1,1,2, ,1,57,1,22,6,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,13,1,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,931.18991279533
2025,01,20600,1,0228,1,1,202501206001022812,1,2,2,1,2, ,2,33,2,2,2,1991,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1051.8920518193
2025,01,20600,1,0228,1,1,202501206001022816,1,6,11,1,2, ,2,67,2,30,8,1957,1, , , , , , , , , , , , , , ,6, ,2131,8412,3,2, , ,5,3000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,50,6000,6000,6050,1,839.538009827999
2025,01,20600,1,0228,1,1,202501206001022817,1,7,11,1,2, ,2,66,7,19,10,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,839.538009827999
2025,01,20600,1,0233,1,1,202501206001023311,1,1,1,1,2, ,1,76,4,30,11,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,931.18991279533
2025,01,20600,1,0233,1,1,202501206001023312,1,2,3,1,2, ,2,50,4,1,8,1974,1, , , , , , , , , , , , , , ,2, ,4416,1520,3,5,1, ,1,20,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,533,1800,1800,2333,1,839.538009827999
2025,01,20600,1,0233,1,1,202501206001023313,1,3,5,1,2, ,1,25,3,20,11,1999,1, , , , , , , , , , , , , , ,3, ,4416,4390,3,5,1, ,3,75,0,8,8,8,8,8,6,46, ,46,1, ,2, ,2,2,4,2600, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2600, , , , , , , ,466,2600,2600,3066,1,1116.17600227159
2025,01,20600,1,0233,1,1,202501206001023314,1,4,5,1,2, ,2,23,4,7,11,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,997.790033006708
2025,01,2671502,1,0005,1,1,20250126715021000511,1,1,1,1,2, ,1,55,1,7,4,1969,1, , , , , , , , , , , , , , ,1, ,2611,6910,3,5,1, ,1,12,0,8,6,0,8,8,0,30, ,48,2,48,2, ,2,2,4,20000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,8,1,20000, , , , , , , ,5001,20000,20000,25001,1,1241.25252490751
2025,01,2671502,1,0005,1,1,20250126715021000512,1,2,2,1,2, ,2,56,2,22,3,1968,1, , , , , , , , , , , , , , ,2, ,2611,6910,3,5,1, ,4,300,0,8,0,0,8,8,0,24, ,40,2,40,2, ,2,2,4,20000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,20000, , , , , , , ,3501,20000,20000,23501,1,1119.08286390971
2025,01,2671502,1,0006,1,1,20250126715021000611,1,1,1,1,2, ,2,81,1,12,2,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,3,1,4,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1119.08286390971
2025,01,2671502,1,0007,1,1,20250126715021000711,1,1,1,1,2, ,2,75,1,19,7,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,1119.08286390971
2025,01,2671502,1,0007,1,1,20250126715021000712,1,2,3,1,2, ,1,40,1,22,12,1984,1, , , , , , , , , , , , , , ,2, ,4419,8530,3,2, , ,5,600,0,8,5,0,8,8,0,29, ,40,2,40,2, ,2,2,4,1300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,5,2, ,2,2,2,2,2,1,10,7,1,1300, , , , , , , ,50,1300,1300,1350,1,1487.83428817629
2025,01,2671502,1,0008,1,1,20250126715021000811,1,1,1,1,2, ,2,78,1,1,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,3,1,3,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,1119.08286390971
2025,01,49619,1,0007,1,1,202501496191000711,1,1,1,1,2, ,1,38,1,14,3,1986,1, , , , , , , , , , , , , , ,1, ,8156,1520,3,5,1, ,2,30,0,11,11,11,11,11,4,59, ,59,1, ,2, ,2,2,2,400, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1732, , , , , , , , ,1732,1732,1732,1,855.297222023809
2025,01,49619,1,0007,1,1,202501496191000712,1,2,2,1,2, ,2,35,2,12,11,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,806.038069228315
2025,01,49619,1,0012,1,1,202501496191001211,1,1,1,1,2, ,2,25,1,14,1,2000,1, , , , , , , , , , , , , , ,1, ,7513,1071,3,5,2,2,1,4,0,7,7,7,7,7,0,35, ,35,1, ,2, ,2,2,2,250,5, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1083,150, , , , , , , ,1233,1233,1233,1,806.038069228315
2025,01,49619,1,0012,1,1,202501496191001212,1,2,2,1,2, ,1,31,2,4,2,1993,1, , , , , , , , , , , , , , ,2, ,9313,4100,3,5,3,2,1,3,0,8,8,8,8,8,5,45, ,45,1, ,1,1,1,1,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1,1516, , , , , , , , ,1516,1516,1516,1,855.297222023809
2025,01,49773,1,0014,1,1,202501497731001411,1,1,1,1,2, ,2,28,1,26,6,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,570.301957907772
2025,01,49773,1,0014,1,1,202501497731001412,1,2,2,1,2, ,1,25,1,22,7,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,605.154643353564
2025,01,1980901,1,0006,1,1,20250119809011000611,1,1,1,1,2, ,1,41,1,25,6,1983,2,1, , , , , , , , , , , , , ,1, ,9321,2392,3,5,1, ,5,1000,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,2,500,312, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,2165,312, , , , , , ,324,2477,2477,2801,1,1104.04673904345
2025,01,1980901,1,0006,1,1,20250119809011000612,1,2,2,1,2, ,2,38,2,3,9,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1040.46134953029
2025,01,1980901,1,0006,1,1,20250119809011000613,1,3,3,1,2, ,1,16,3,6,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,883.700746339351
2025,01,1980901,1,0007,1,1,20250119809011000711,1,1,1,1,2, ,1,19,1,2,4,2005,1, , , , , , , , , , , , , , ,1, ,8131,2022,3,5,2,2,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,1,60, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , , ,1800,1800,1800,1,883.700746339351
2025,01,1980901,1,0008,1,1,20250119809011000811,1,1,1,1,2, ,2,25,1,9,9,1999,1, , , , , , , , , , , , , , ,1, ,9412,5630,3,5,2,2,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,300, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,1040.46134953029
2025,01,1980901,1,0008,1,1,20250119809011000812,1,2,2,1,2, ,1,28,2,9,9,1996,1, , , , , , , , , , , , , , ,2, ,9333,2392,3,5,1, ,3,100,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,1104.04673904345
